age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
18.0,Private,School,Never-married,Other-service,Own-child,White,Female,32.5,United-States,<=50K
31.0,Local-gov,School,Married,Farming-fishing,Husband,White,Male,40.0,United-States,<=50K
18.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,32.5,United-States,<=50K
52.0,Private,Bachelors,Married,Other-service,Husband,White,Male,40.0,Cuba,<=50K
46.0,Private,HS-grad,Married,Other-service,Wife,White,Female,40.0,United-States,<=50K
59.0,Private,HS-grad,Married,Sales,Husband,White,Male,48.0,United-States,<=50K
44.0,Private,HS-grad,Others,Craft-repair,Not-in-family,White,Female,40.0,United-States,>50K
53.0,Private,HS-grad,Others,Sales,Own-child,White,Female,35.0,United-States,<=50K
49.0,Local-gov,HS-grad,Married,Protective-serv,Husband,White,Male,40.0,United-States,>50K
33.0,Private,Masters,Married,Prof-specialty,Husband,White,Male,50.0,United-States,<=50K
30.0,Private,School,Never-married,Sales,Not-in-family,White,Male,40.0,United-States,<=50K
43.0,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,50.0,United-States,>50K
57.0,Private,Higher,Married,Prof-specialty,Husband,White,Male,40.0,United-States,<=50K
37.0,Private,Higher,Others,Craft-repair,Unmarried,White,Female,40.0,United-States,<=50K
28.0,Private,Higher,Others,Machine-op-inspct,Unmarried,Black,Female,32.5,United-States,<=50K
30.0,Private,HS-grad,Married,Sales,Wife,Asian-Pac-Islander,Female,35.0,United-States,<=50K
34.0,Local-gov,Bachelors,Married,Protective-serv,Husband,White,Male,40.0,United-States,>50K
29.0,Local-gov,Higher,Never-married,Handlers-cleaners,Not-in-family,White,Male,50.0,United-States,<=50K
48.0,Self-emp-not-inc,Doctorate,Married,Prof-specialty,Husband,White,Male,52.5,United-States,>50K
37.0,Private,Higher,Married,Sales,Husband,White,Male,48.0,United-States,>50K
48.0,Private,Higher,Others,Exec-managerial,Unmarried,White,Female,40.0,England,<=50K
32.0,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,40.0,United-States,<=50K
76.0,Private,Masters,Married,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
44.0,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,52.5,United-States,>50K
47.0,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50.0,United-States,<=50K
20.0,Private,Higher,Never-married,Tech-support,Own-child,White,Female,40.0,United-States,<=50K
29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
32.0,Self-emp-inc,HS-grad,Married,Craft-repair,Husband,White,Male,40.0,United-States,>50K
17.0,Private,School,Never-married,Prof-specialty,Own-child,White,Female,32.5,United-States,<=50K
30.0,Private,School,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
31.0,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
42.0,Private,HS-grad,Married,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
24.0,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40.0,United-States,<=50K
38.0,Private,Higher,Married,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
56.0,Self-emp-not-inc,HS-grad,Married,Other-service,Husband,White,Male,50.0,Canada,>50K
28.0,Private,Higher,Married,Sales,Wife,White,Female,32.5,United-States,<=50K
36.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40.0,United-States,<=50K
53.0,Private,School,Married,Handlers-cleaners,Husband,White,Male,50.0,United-States,<=50K
56.0,Self-emp-inc,Higher,Married,Sales,Husband,White,Male,50.0,United-States,<=50K
49.0,Local-gov,Higher,Married,Craft-repair,Husband,Black,Male,40.0,United-States,>50K
55.0,Private,Higher,Married,Sales,Husband,White,Male,52.5,United-States,<=50K
22.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,41.0,United-States,<=50K
21.0,Private,Higher,Never-married,Other-service,Own-child,White,Female,40.0,United-States,<=50K
40.0,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,52.5,United-States,<=50K
30.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,40.0,Germany,<=50K
29.0,State-gov,Bachelors,Married,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
19.0,Private,Higher,Never-married,Other-service,Own-child,Black,Male,35.0,United-States,<=50K
47.0,Private,Bachelors,Married,Exec-managerial,Wife,White,Female,40.0,United-States,>50K
20.0,Private,Higher,Never-married,Adm-clerical,Own-child,White,Female,32.5,United-States,<=50K
31.0,Private,Higher,Married,Adm-clerical,Husband,White,Male,40.0,United-States,>50K
35.0,Private,HS-grad,Married,Prof-specialty,Husband,White,Male,40.0,United-States,<=50K
39.0,Private,Higher,Others,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
28.0,Private,Higher,Never-married,Sales,Not-in-family,White,Female,52.5,United-States,<=50K
24.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
38.0,Self-emp-not-inc,HS-grad,Married,Craft-repair,Husband,White,Male,35.0,United-States,<=50K
37.0,Private,Bachelors,Married,Sales,Husband,White,Male,50.0,United-States,<=50K
46.0,Private,Higher,Others,Tech-support,Not-in-family,Black,Female,36.0,United-States,<=50K
38.0,Federal-gov,Masters,Married,Prof-specialty,Husband,White,Male,40.0,Iran,>50K
43.0,Self-emp-not-inc,HS-grad,Married,Craft-repair,Husband,White,Male,52.5,United-States,<=50K
27.0,Private,Higher,Married,Adm-clerical,Wife,White,Female,35.0,United-States,<=50K
20.0,Private,Higher,Never-married,Sales,Own-child,White,Male,32.5,United-States,<=50K
49.0,Private,Higher,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40.0,United-States,>50K
61.0,Self-emp-inc,HS-grad,Married,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
27.0,Private,Higher,Never-married,Sales,Own-child,White,Female,40.0,United-States,<=50K
19.0,Private,Higher,Never-married,Other-service,Own-child,White,Male,32.5,Mexico,<=50K
45.0,Private,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,>50K
70.0,Private,Higher,Never-married,Tech-support,Other-relative,White,Male,40.0,United-States,<=50K
31.0,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,32.5,United-States,<=50K
22.0,Private,Higher,Married,Other-service,Husband,White,Male,32.5,United-States,<=50K
36.0,Private,HS-grad,Others,Other-service,Unmarried,White,Female,32.5,United-States,<=50K
64.0,Private,School,Married,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
43.0,Private,Higher,Others,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
47.0,Local-gov,Higher,Others,Adm-clerical,Unmarried,White,Female,38.0,Mexico,<=50K
34.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
33.0,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40.0,Philippines,<=50K
21.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35.0,United-States,<=50K
52.0,Private,HS-grad,Others,Prof-specialty,Not-in-family,White,Male,45.0,United-States,>50K
48.0,Private,HS-grad,Married,Craft-repair,Husband,White,Male,46.0,United-States,<=50K
23.0,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.0,United-States,<=50K
71.0,Self-emp-not-inc,Higher,Others,Sales,Unmarried,Black,Male,32.5,United-States,<=50K
29.0,Private,HS-grad,Others,Craft-repair,Not-in-family,White,Male,52.5,United-States,<=50K
42.0,Private,Bachelors,Others,Other-service,Other-relative,Black,Male,50.0,United-States,<=50K
68.0,Private,School,Others,Prof-specialty,Not-in-family,White,Female,32.5,United-States,<=50K
25.0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40.0,United-States,<=50K
44.0,Self-emp-inc,Masters,Others,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40.0,United-States,<=50K
28.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40.0,England,<=50K
45.0,Self-emp-not-inc,Masters,Married,Sales,Husband,White,Male,40.0,United-States,>50K
36.0,Private,Higher,Others,Other-service,Unmarried,White,Female,40.0,Mexico,<=50K
39.0,Federal-gov,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,42.0,United-States,<=50K
46.0,State-gov,Masters,Others,Protective-serv,Unmarried,White,Male,40.0,United-States,<=50K
18.0,Private,School,Never-married,Handlers-cleaners,Own-child,White,Male,32.5,United-States,<=50K
66.0,Local-gov,Higher,Others,Prof-specialty,Not-in-family,White,Female,32.5,United-States,<=50K
27.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
28.0,State-gov,HS-grad,Married,Protective-serv,Husband,White,Male,40.0,United-States,<=50K
51.0,Private,Higher,Married,Sales,Husband,White,Male,40.0,United-States,>50K
27.0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50.0,United-States,<=50K
28.0,State-gov,Bachelors,Married,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
27.0,Private,HS-grad,Others,Sales,Unmarried,White,Female,32.5,United-States,<=50K
21.0,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40.0,United-States,<=50K
34.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40.0,United-States,<=50K
18.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,32.5,United-States,<=50K
33.0,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,52.5,United-States,<=50K
44.0,Local-gov,Higher,Married,Exec-managerial,Husband,Black,Male,38.0,United-States,>50K
43.0,Private,Higher,Others,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
30.0,Private,Higher,Never-married,Craft-repair,Not-in-family,Black,Male,45.0,United-States,<=50K
40.0,Private,School,Married,Machine-op-inspct,Husband,White,Male,40.0,Mexico,>50K
37.0,Federal-gov,Higher,Married,Adm-clerical,Husband,White,Male,42.0,United-States,>50K
34.0,Private,HS-grad,Married,Adm-clerical,Husband,Black,Male,40.0,United-States,<=50K
41.0,Self-emp-not-inc,Bachelors,Others,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
53.0,Private,Bachelors,Others,Prof-specialty,Not-in-family,White,Female,50.0,United-States,<=50K
31.0,Private,Masters,Married,Prof-specialty,Wife,White,Female,50.0,United-States,<=50K
58.0,State-gov,Doctorate,Married,Prof-specialty,Husband,White,Male,32.5,United-States,>50K
38.0,Private,Higher,Others,Machine-op-inspct,Not-in-family,Black,Female,32.5,United-States,<=50K
24.0,Private,Higher,Married,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
41.0,Local-gov,Bachelors,Married,Craft-repair,Husband,Black,Male,40.0,United-States,<=50K
47.0,Private,Higher,Married,Tech-support,Husband,White,Male,45.0,United-States,<=50K
41.0,Federal-gov,Bachelors,Married,Tech-support,Husband,White,Male,32.5,United-States,<=50K
23.0,Private,School,Married,Transport-moving,Other-relative,White,Male,40.0,Mexico,<=50K
36.0,Private,Higher,Others,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
40.0,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,52.5,United-States,>50K
35.0,Private,Masters,Married,Prof-specialty,Other-relative,White,Male,40.0,United-States,>50K
24.0,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,40.0,United-States,<=50K
26.0,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,40.0,Italy,<=50K
51.0,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
42.0,Local-gov,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
37.0,State-gov,HS-grad,Others,Adm-clerical,Unmarried,White,Female,35.0,United-States,<=50K
18.0,Private,School,Never-married,Sales,Own-child,White,Female,40.0,United-States,<=50K
36.0,Private,Bachelors,Married,Other-service,Husband,Black,Male,36.0,United-States,>50K
35.0,Private,HS-grad,Others,Craft-repair,Not-in-family,White,Male,52.5,United-States,<=50K
58.0,Self-emp-inc,HS-grad,Married,Sales,Wife,White,Female,35.0,United-States,>50K
17.0,Private,School,Never-married,Sales,Own-child,White,Female,32.5,United-States,<=50K
44.0,Local-gov,HS-grad,Married,Transport-moving,Husband,Black,Male,40.0,United-States,<=50K
37.0,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40.0,United-States,>50K
35.0,Private,Higher,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40.0,United-States,<=50K
60.0,Private,HS-grad,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40.0,United-States,<=50K
54.0,Self-emp-inc,School,Married,Machine-op-inspct,Husband,White,Male,40.0,United-States,>50K
37.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,52.5,United-States,>50K
50.0,Private,Higher,Others,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
38.0,Private,Bachelors,Married,Sales,Husband,White,Male,50.0,Poland,<=50K
45.0,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,52.5,United-States,<=50K
25.0,Private,School,Never-married,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
31.0,Private,Higher,Married,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
64.0,Private,School,Others,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
78.0,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40.0,United-States,<=50K
54.0,Private,HS-grad,Married,Adm-clerical,Husband,Black,Male,32.5,United-States,<=50K
53.0,Local-gov,School,Never-married,Machine-op-inspct,Not-in-family,White,Female,35.0,United-States,<=50K
18.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40.0,United-States,<=50K
60.0,Private,School,Others,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,32.5,United-States,<=50K
66.0,Self-emp-not-inc,HS-grad,Married,Farming-fishing,Husband,White,Male,50.0,United-States,<=50K
75.0,Private,Higher,Others,Adm-clerical,Not-in-family,White,Female,32.5,Columbia,<=50K
65.0,Private,HS-grad,Others,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
35.0,Private,School,Others,Transport-moving,Not-in-family,Black,Male,40.0,United-States,<=50K
41.0,Private,HS-grad,Others,Sales,Unmarried,Black,Female,38.0,United-States,<=50K
25.0,Private,Higher,Never-married,Adm-clerical,Not-in-family,White,Male,42.0,United-States,<=50K
33.0,Private,Higher,Others,Craft-repair,Other-relative,Other,Female,40.0,United-States,<=50K
28.0,Private,Higher,Never-married,Prof-specialty,Not-in-family,White,Male,52.5,United-States,>50K
59.0,State-gov,HS-grad,Married,Other-service,Husband,White,Male,40.0,United-States,<=50K
40.0,State-gov,Higher,Never-married,Adm-clerical,Not-in-family,White,Female,38.0,United-States,<=50K
41.0,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,50.0,Iran,>50K
38.0,Local-gov,Masters,Married,Exec-managerial,Husband,White,Male,52.5,United-States,>50K
23.0,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40.0,United-States,<=50K
40.0,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
41.0,Self-emp-not-inc,HS-grad,Married,Other-service,Wife,White,Female,32.5,United-States,<=50K
24.0,State-gov,Higher,Married,Protective-serv,Husband,White,Male,50.0,United-States,<=50K
20.0,Private,Higher,Never-married,Prof-specialty,Own-child,White,Male,32.5,United-States,<=50K
38.0,Private,Higher,Others,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
56.0,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,35.0,United-States,<=50K
58.0,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,45.0,United-States,>50K
32.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,34.0,United-States,<=50K
40.0,Private,Higher,Married,Tech-support,Husband,White,Male,52.5,United-States,>50K
45.0,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,40.0,United-States,<=50K
41.0,Private,Higher,Married,Prof-specialty,Wife,White,Female,40.0,United-States,>50K
42.0,Private,Bachelors,Married,Adm-clerical,Wife,Black,Female,40.0,United-States,<=50K
59.0,Local-gov,School,Others,Other-service,Unmarried,Black,Female,32.5,United-States,<=50K
19.0,Local-gov,Higher,Never-married,Adm-clerical,Own-child,White,Male,40.0,United-States,<=50K
58.0,Private,Higher,Never-married,Transport-moving,Not-in-family,White,Male,32.5,United-States,<=50K
42.0,Self-emp-not-inc,HS-grad,Married,Farming-fishing,Husband,Asian-Pac-Islander,Male,40.0,Cambodia,>50K
20.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40.0,United-States,<=50K
32.0,Private,HS-grad,Others,Other-service,Not-in-family,White,Female,32.5,United-States,<=50K
45.0,Private,Higher,Others,Exec-managerial,Not-in-family,White,Female,45.0,United-States,<=50K
50.0,Private,School,Others,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
36.0,Private,Bachelors,Others,Prof-specialty,Own-child,White,Female,40.0,United-States,<=50K
45.0,Private,HS-grad,Married,Sales,Husband,White,Male,52.5,United-States,<=50K
17.0,Private,School,Never-married,Other-service,Own-child,White,Male,32.5,United-States,<=50K
59.0,Private,Higher,Married,Sales,Husband,White,Male,40.0,United-States,<=50K
26.0,Private,School,Married,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
37.0,Self-emp-inc,Higher,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,52.5,Thailand,>50K
19.0,Private,Higher,Never-married,Prof-specialty,Own-child,White,Male,32.5,Canada,<=50K
64.0,Private,HS-grad,Married,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
33.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45.0,United-States,<=50K
33.0,Private,HS-grad,Married,Craft-repair,Wife,White,Female,40.0,United-States,>50K
61.0,Private,HS-grad,Married,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
17.0,Private,School,Never-married,Other-service,Own-child,White,Male,32.5,United-States,<=50K
50.0,Self-emp-not-inc,Masters,Married,Farming-fishing,Husband,White,Male,52.5,United-States,<=50K
27.0,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,35.0,United-States,<=50K
30.0,Private,HS-grad,Others,Prof-specialty,Own-child,White,Female,40.0,United-States,<=50K
43.0,Private,HS-grad,Married,Handlers-cleaners,Husband,Black,Male,40.0,United-States,<=50K
44.0,Private,Higher,Married,Craft-repair,Husband,White,Male,40.0,United-States,>50K
35.0,Private,Higher,Never-married,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
25.0,Private,Higher,Never-married,Tech-support,Own-child,White,Female,40.0,United-States,<=50K
24.0,Private,Higher,Married,Machine-op-inspct,Wife,White,Female,48.0,United-States,>50K
22.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,32.5,Germany,<=50K
42.0,Local-gov,Higher,Married,Craft-repair,Husband,White,Male,40.0,United-States,>50K
34.0,Private,Higher,Others,Sales,Unmarried,Black,Female,45.0,United-States,<=50K
60.0,Private,Bachelors,Others,Prof-specialty,Not-in-family,White,Female,42.0,United-States,<=50K
21.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
57.0,Federal-gov,Masters,Married,Sales,Husband,White,Male,40.0,United-States,>50K
41.0,Private,Higher,Married,Prof-specialty,Husband,White,Male,52.5,United-States,>50K
50.0,Private,Higher,Others,Other-service,Not-in-family,White,Male,45.0,United-States,<=50K
25.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
50.0,Private,School,Married,Craft-repair,Husband,White,Male,40.0,Ecuador,<=50K
36.0,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,45.0,United-States,<=50K
31.0,Private,HS-grad,Others,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
29.0,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,52.5,United-States,<=50K
21.0,Private,Higher,Never-married,Sales,Own-child,White,Male,45.0,United-States,<=50K
